Wähler;Ungültige;;CDU;;SPD;;FDP;;DIE LINKE;;GRÜNE;;CSU;;PIRATEN;;NPD;;Tierschutzpartei;;REP;;ÖDP;;FAMILIE;;Bündnis 21/RRP;;RENTNER;;BP;;PBC;;BüSo;;DIE VIOLETTEN;;MLPD;;Volksabstimmung;;PSG;;AfD;;BIG;;pro Deutschland;;DIE RECHTE;;DIE FRAUEN;;FREIE WÄHLER;;Nichtwähler;;PARTEI DER VERNUNFT;;Die PARTEI;;B;;BGD;;DKP;;NEIN!;;Übrige;
Erststimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen
151537;2797;2332;76273;68348;23542;22681;2890;4292;31865;29716;4905;4899;0;0;3199;2905;6066;4513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;0;0;0;137;0;0;0;0;0;9562;0;0;0;495;0;0;0;0;0;1485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145679;2706;2490;76666;64622;18090;18024;3461;5253;25279;26735;4817;5721;0;0;3600;3252;6463;5588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1618;494;0;0;0;136;0;0;0;0;0;10195;0;0;2979;1282;0;0;0;0;0;1887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155255;3252;3242;74794;69335;17268;18502;3948;4723;32452;30290;3709;4249;0;0;3035;3109;7270;6271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;0;0;0;146;0;0;0;0;0;10811;0;0;0;905;0;0;0;0;4517;3470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5010;0
152944;3261;2983;74204;66106;22741;18839;2442;4185;29550;29380;5045;5044;0;0;3878;3259;8323;6360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2069;685;0;0;0;172;0;0;0;0;0;12331;0;0;0;1023;0;0;0;0;0;2577;0;0;0;0;0;0;0;0;1431;0;0;0;0;0;0;0
147427;2656;2452;72644;66673;15442;15865;2628;4655;27571;24848;4244;5158;0;0;2779;2980;9625;7370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1456;522;0;0;0;112;0;0;0;0;0;11417;0;0;0;670;0;0;0;0;8382;4705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
173167;2802;2031;72537;68192;25321;26440;3305;5243;42599;32505;10429;13517;0;0;5217;6086;5196;3888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1180;457;0;0;0;179;0;0;0;0;0;11814;0;0;0;402;0;0;0;0;4316;2413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265;0
173489;3091;2296;71227;66092;25150;23943;3471;5405;32588;31059;16650;16304;0;0;7841;7508;5849;4590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;852;400;0;0;554;273;0;0;0;0;0;11930;0;0;0;439;0;0;0;0;6216;3250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145578;2592;2204;74209;64971;22079;19070;3203;4933;29079;29525;4583;4703;0;0;3131;3042;6702;5305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;0;0;0;139;0;0;0;0;0;8997;0;0;0;634;0;0;0;0;0;1848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
135876;1701;1348;55909;52380;28101;23558;2724;3865;31992;31014;6475;7168;0;0;2808;3298;4661;3135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;0;0;184;0;0;0;0;0;8138;0;0;0;537;0;0;0;0;0;1081;0;0;0;0;1505;0;0;0;0;0;0;0;0;0;0;0
134560;3115;2125;65157;59939;20517;19178;3006;3594;28783;26434;4874;4282;0;0;2903;2522;6205;4307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;121;0;0;0;0;0;9636;0;0;0;504;0;0;0;0;0;1760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161718;3800;2968;79318;73098;19143;20114;10246;5828;32472;30741;5051;3964;0;0;3263;3008;8425;6398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;0;0;0;133;0;0;0;0;0;12119;0;0;0;613;0;0;0;0;0;2551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148305;2723;2251;64857;64872;23033;21686;3996;3924;35847;31061;4334;4653;0;0;2744;2589;5918;4664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1030;384;0;0;0;175;0;0;0;0;0;8878;0;0;0;478;0;0;0;0;3823;2690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138790;2656;2095;65743;60466;28172;21885;3533;3836;26707;27617;3540;4569;0;0;2746;2603;5693;4322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;129;0;0;0;0;0;9095;0;0;0;488;0;0;0;0;0;1537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138632;4931;4216;55444;49063;55217;48420;3579;6452;7253;7356;8486;10872;0;0;3177;2242;0;1159;0;0;0;237;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;33;0;0;0;71;0;6774;0;0;0;152;0;0;0;0;0;1013;0;0;0;0;0;525;0;0;0;0;0;0;0;0;545;0
160695;5232;4216;54674;48361;62178;53232;3192;6259;13066;13680;16559;19884;0;0;4624;3575;0;1218;0;0;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;325;165;0;0;0;89;0;7977;0;0;0;155;0;0;0;0;0;839;0;0;0;0;0;796;0;0;0;0;0;0;0;0;845;0
131446;4632;4193;51386;45872;54630;46913;2513;5014;7277;7584;6333;8868;0;0;2283;1954;2392;2013;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;41;0;0;0;55;0;7096;0;0;0;136;0;0;0;0;0;961;0;0;0;0;0;521;0;0;0;0;0;0;0;0;0;0
141665;4836;4684;54162;48747;57944;50052;3005;6362;6890;7442;7884;10498;0;0;2771;2306;2019;1532;0;0;0;229;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;32;0;0;0;58;0;7394;0;0;0;162;0;0;0;0;2154;1592;0;0;0;0;0;529;0;0;0;0;0;0;0;0;0;0
130945;2943;3036;50683;46993;55982;42749;2229;5111;6746;8720;7595;13443;0;0;2581;2206;1459;1034;0;0;0;313;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;26;0;0;0;62;0;5858;0;0;0;109;0;0;0;0;0;593;0;0;0;0;727;645;0;0;0;0;0;0;0;0;0;0
146943;4108;3840;68666;59760;49213;43406;3033;6323;6603;7433;8647;10600;0;0;3265;2533;2867;2253;0;0;0;288;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;37;0;0;0;63;0;8315;0;0;0;213;0;0;0;0;0;1250;0;0;0;0;0;566;0;0;0;0;0;0;0;0;541;0
156652;4350;3929;67587;59062;54028;45299;4543;7553;7802;9928;11186;14759;0;0;3949;3268;2483;1977;0;0;0;273;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;59;0;0;0;84;0;7444;0;0;0;183;0;0;0;0;0;1982;0;0;0;0;0;759;0;0;0;0;0;0;0;0;724;0
154025;4429;3795;87263;76778;37352;33218;3605;7313;6869;6900;8125;10058;0;0;3390;2715;2992;2190;0;0;0;414;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;25;0;0;0;71;0;8711;0;0;0;162;0;0;0;0;0;1033;0;0;0;0;0;578;0;0;0;0;0;0;0;0;0;0
131010;4237;3996;61911;52305;41061;35313;2963;6516;6739;6934;6815;9720;0;0;3746;2666;3538;2662;0;0;0;487;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;25;0;0;0;74;0;8098;0;0;0;187;0;0;0;0;0;1325;0;0;0;0;0;630;0;0;0;0;0;0;0;0;0;0
139886;2911;3003;66785;58822;38435;33846;4866;10334;5482;6358;10064;12690;0;0;2194;2266;934;1024;0;0;467;469;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;18;0;0;0;38;7748;9447;0;0;0;134;0;0;0;0;0;876;0;0;0;0;0;510;0;0;0;0;0;0;0;0;0;0
131480;3710;3331;60118;52419;40805;34937;3527;7586;6174;6615;9497;11991;0;0;2863;2535;2364;1860;0;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;23;0;0;0;57;0;7608;0;0;0;170;0;0;0;0;2422;1440;0;0;0;0;0;604;0;0;0;0;0;0;0;0;0;0
165788;3756;3864;84489;73599;47152;40718;3726;10139;6300;7290;9119;13955;0;0;2869;2884;1464;1476;0;0;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;42;0;0;0;67;6913;9469;0;0;0;189;0;0;0;0;0;1126;0;0;0;0;0;611;0;0;0;0;0;0;0;0;0;0
132335;2705;2652;56466;50187;45311;36041;3296;8801;6097;7668;9784;15133;0;0;2224;2531;941;865;0;0;0;352;0;0;0;0;0;0;0;0;0;0;0;0;335;151;0;0;0;52;0;0;0;38;5176;6550;0;0;0;124;0;0;0;0;0;665;0;0;0;0;0;525;0;0;0;0;0;0;0;0;0;0
128280;4179;3786;54920;48828;45184;35650;3053;6611;7069;7630;7217;11183;0;0;2985;2549;2625;1899;0;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;28;0;0;0;65;0;7356;0;0;0;212;0;0;0;0;0;847;0;0;0;0;1048;876;0;0;0;0;0;0;0;0;0;0
155145;4078;3226;79353;66598;40927;34156;6472;13100;6355;6406;12453;15057;0;0;3729;2773;1778;1003;0;0;0;285;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;35;0;0;0;63;0;10470;0;0;0;159;0;0;0;0;0;1212;0;0;0;0;0;549;0;0;0;0;0;0;0;0;0;0
133575;3056;2687;52427;43883;43124;35106;4125;9209;10280;11684;12875;17398;0;0;3066;3117;1148;949;0;0;772;450;0;0;0;0;0;0;0;0;0;0;0;0;177;85;0;0;0;56;0;0;0;62;0;6983;0;0;0;133;0;0;0;0;1586;904;0;0;0;0;939;869;0;0;0;0;0;0;0;0;0;0
159914;2937;2901;57004;53198;47854;41360;5434;10979;9547;12778;21184;24165;0;0;2858;3426;1015;930;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;101;87;0;0;0;54;0;0;0;69;5155;7669;0;0;0;125;0;0;0;0;988;932;0;0;0;0;1155;1006;0;0;0;0;0;0;0;0;4682;0
127383;4079;3694;52087;45389;46942;37781;2489;5762;7645;7693;9502;13129;0;0;4639;2989;0;1430;0;0;0;509;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;76;0;0;0;61;0;6939;0;0;0;200;0;0;0;0;0;1036;0;0;0;0;0;643;0;0;0;0;0;0;0;0;0;0
158240;4637;3990;69930;59905;47984;40203;4376;9836;9479;10205;12548;16503;0;0;3780;3627;2538;1663;0;0;0;626;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;40;0;0;0;75;0;8994;0;0;0;224;0;0;0;0;2968;1461;0;0;0;0;0;839;0;0;0;0;0;0;0;0;0;0
180790;4193;4090;63397;61677;65820;50416;4306;8945;9111;11866;20704;25149;0;0;5033;5508;1437;1354;0;0;0;303;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;96;0;0;0;77;6789;9169;0;0;0;154;0;0;0;0;0;933;0;0;0;0;0;991;0;0;0;0;0;0;0;0;0;0
177273;6023;5441;80323;70211;57586;48252;4581;8964;8621;9459;11854;15560;0;0;5279;4034;3006;2035;0;0;0;764;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;0;76;0;0;0;83;0;9864;0;0;0;289;0;0;0;0;0;1307;0;0;0;0;0;833;0;0;0;0;0;0;0;0;0;0
148381;3252;3822;70131;61337;46099;39838;2795;7975;5730;7025;8222;12520;0;0;2779;2951;1635;1589;0;0;0;617;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;32;0;0;0;62;6129;8134;0;0;0;182;0;0;0;0;1609;1602;0;0;0;0;0;628;0;0;0;0;0;0;0;0;0;0
134013;2008;1858;65784;59234;21826;20182;1825;3661;26091;26322;4129;5293;0;0;2702;2366;4371;3767;0;0;0;199;2671;1646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;6995;0;0;0;0;0;0;0;0;2606;2387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129904;2312;1989;55220;51442;23564;21731;1927;3123;30220;28787;4129;5121;0;0;3450;2682;5969;5144;0;0;0;254;0;616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;0;0;0;0;0;6307;0;0;0;0;0;0;0;0;3113;2509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127906;2487;2283;54350;49099;21469;19365;2253;3672;33239;30821;3948;4734;0;0;4551;3071;5609;4645;0;0;0;302;0;655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0;7199;0;0;0;0;0;0;0;0;0;1914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141461;2388;2369;51861;53196;34726;23815;1879;3280;28015;30758;4117;6414;0;0;3656;3566;4689;4416;0;0;0;343;0;734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;0;0;0;0;8063;10309;0;0;0;0;0;0;0;0;2067;2079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
156367;2689;2261;56992;53123;36694;27159;1781;4015;35917;35421;9151;13125;0;0;5670;4849;4774;3554;0;0;0;267;0;1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;0;0;0;0;0;9328;0;0;0;0;0;0;0;0;2699;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
168091;2570;2512;59731;57690;30310;26279;2755;4653;44657;42367;7863;11435;0;0;3958;4669;4225;4365;0;0;0;300;1189;1093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;0;0;0;0;9126;10988;0;0;0;0;0;0;0;0;1356;1499;0;0;351;0;0;0;0;0;0;0;0;0;0;0;0;0
115990;2289;2117;51013;47580;15873;16213;1791;3032;27627;26173;3211;3842;0;0;3207;2462;4187;3876;0;0;0;282;0;591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;0;6792;8523;0;0;0;0;0;0;0;0;0;1177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
147040;3177;2384;59153;54859;28521;23002;3279;3552;37908;35819;5674;5442;0;0;0;3231;7440;5292;0;0;0;343;0;895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;835;349;0;0;0;0;0;9807;0;0;0;0;0;0;0;0;0;2065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1053;0
130631;2099;1937;53979;51060;23519;20968;1792;3113;35147;32147;3704;5105;0;0;3586;2603;4772;4048;0;0;0;303;0;665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;0;6557;0;0;0;0;0;0;0;0;2033;1971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
173536;3247;2380;79785;78005;63453;48866;3906;8023;7655;8965;6779;10661;0;0;3418;3249;2179;1610;0;0;0;262;0;322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;8759;0;0;0;355;0;0;0;0;3114;1657;0;0;0;354;0;0;0;0;0;0;0;0;0;0;0;0
142594;3103;1934;77379;68680;39071;34660;3313;7897;6221;6569;7813;9287;0;0;4255;2920;0;1067;0;0;0;212;1439;555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;7328;0;0;0;261;0;0;0;0;0;929;0;0;0;261;0;0;0;0;0;0;0;0;0;0;0;0
142888;3193;2025;67046;63427;43094;38221;3772;7595;6901;7358;11184;10853;0;0;3953;3073;0;938;0;0;0;176;0;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;6625;0;0;0;282;0;0;0;0;3745;1714;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;0
129262;3111;2310;67658;62703;35146;31202;3990;7948;5647;6139;5083;7257;0;0;2606;2352;1273;1057;0;0;0;160;830;477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;5323;0;0;0;282;0;0;0;0;3918;1698;0;0;0;318;0;0;0;0;0;0;0;0;0;0;0;0
132299;3409;2495;53324;53335;48521;40708;3767;7236;6688;7485;5733;8221;0;0;2996;2394;1772;1434;0;0;0;210;0;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;6180;0;0;0;288;0;0;0;0;5194;1745;0;0;0;283;0;0;0;0;0;0;0;0;0;0;895;0
119298;2706;2031;65252;61192;30613;26189;3807;7136;3867;5134;5775;7165;0;0;2068;2159;1063;904;0;0;0;135;429;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;4264;0;0;0;176;0;0;0;0;2875;1925;0;0;843;550;0;0;0;0;0;0;0;0;0;0;0;0
141134;3321;2610;67281;60909;42879;36410;2656;6841;7687;8688;9555;13157;0;0;3863;3508;1287;1043;0;0;0;136;0;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;5736;0;0;0;173;0;0;0;0;1653;1289;0;0;0;268;952;0;0;0;0;0;0;0;0;0;0;0
155100;3327;2269;74887;69119;47097;42500;3714;7994;7217;7724;9014;9646;0;0;3707;3104;2341;1705;0;0;0;279;0;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;7831;0;0;0;300;0;0;0;0;3796;1945;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0
196076;3583;2523;77285;74392;67169;51614;9633;12688;8359;10652;19339;25339;0;0;5164;4799;0;1060;0;0;0;561;1819;1314;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;72;0;0;0;0;0;8815;0;0;0;339;0;0;0;0;2609;1422;0;0;830;486;0;0;0;0;0;0;0;0;0;0;0;0
148928;2953;2570;61337;57620;53948;43670;3652;8657;5359;7398;8111;12267;0;0;2728;3138;2080;2116;0;0;0;544;634;497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;6316;8188;0;0;0;269;0;0;0;0;1810;1595;0;0;0;358;0;0;0;0;0;0;0;0;0;0;0;0
155005;3243;2585;65746;59425;54003;45001;3773;7952;7476;8538;7247;11042;0;0;4179;3878;2666;2177;0;0;2452;1801;0;283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;148;0;0;0;0;0;9224;0;0;0;348;0;0;0;0;3939;2162;0;0;0;441;0;0;0;0;0;0;0;0;0;0;0;0
165435;3865;2632;77345;71072;46217;41982;4355;9337;7244;7871;13054;13915;0;0;4189;3660;2728;1778;0;0;0;943;0;427;1099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;7995;0;0;0;332;0;0;0;0;4528;2835;0;0;811;611;0;0;0;0;0;0;0;0;0;0;0;0
163010;4024;3142;59086;57376;61253;52242;3584;7315;11813;12107;8446;11430;0;0;4810;4278;3953;3080;0;0;0;580;0;323;1896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;7101;0;0;0;415;0;0;0;0;4145;3031;0;0;0;535;0;0;0;0;0;0;0;0;0;0;0;0
128753;4085;3159;57201;54877;40180;35108;3446;6344;7486;8172;5059;5960;0;0;3326;3061;2429;2178;0;0;1916;1313;0;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;5461;0;0;0;282;0;0;0;0;3625;2046;0;0;0;483;0;0;0;0;0;0;0;0;0;0;0;0
158661;3545;2817;75748;66523;43385;40537;6217;9677;6308;7538;11064;13172;0;0;4608;4091;2082;1833;0;0;1605;1233;940;660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;7584;0;0;0;349;0;0;0;0;3159;2166;0;0;0;410;0;0;0;0;0;0;0;0;0;0;0;0
111846;985;985;0;0;15921;16797;2293;4365;2832;3241;6030;6394;72915;64998;2318;1902;0;702;0;759;0;541;0;1349;0;0;0;39;0;0;0;1485;0;0;388;116;654;350;0;15;0;0;0;0;3669;4496;0;0;0;79;0;0;0;213;3841;2884;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0
143626;1083;929;0;0;27233;23670;3125;7322;3712;4178;11377;12587;78991;72850;0;2611;0;607;0;1029;0;1052;2992;1976;0;0;178;119;0;0;2791;2177;0;0;0;31;0;171;0;25;0;0;0;0;6385;7395;0;0;0;92;0;0;0;247;5469;4443;0;0;0;115;0;0;0;0;0;0;0;0;290;0;0;0
155881;1439;1106;0;0;27165;25243;3854;7248;4440;5030;18169;14390;81729;78924;3539;3157;0;1181;0;1154;0;500;2568;1913;0;0;0;44;0;0;0;2010;0;0;0;29;0;187;0;26;0;0;0;0;5855;7424;0;0;0;123;0;0;0;264;7123;5780;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0
188417;1377;1164;0;0;37575;34660;4196;9455;5096;5711;14515;16586;103904;94458;4259;3599;0;901;0;1401;0;540;2814;2056;0;0;0;62;0;0;0;2086;0;0;0;23;0;240;0;40;0;0;0;0;8672;9807;0;0;0;161;0;0;0;275;6009;5051;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0
174710;1378;1511;0;0;28561;29880;3471;7407;6755;6163;11340;10752;106668;96804;3615;3095;0;1472;0;1061;0;727;2224;1986;0;0;0;63;0;0;0;1796;0;0;0;23;0;194;0;27;0;0;0;0;4878;6089;0;0;0;104;0;0;0;266;5205;5114;0;0;0;176;615;0;0;0;0;0;0;0;0;0;0;0
155942;1185;698;0;0;48625;38350;5749;12778;5722;7088;15962;21174;66930;57100;4979;4223;1142;654;0;1071;0;262;2320;1544;0;0;0;42;0;0;0;900;0;0;228;56;0;209;164;60;0;0;0;0;0;7106;0;0;0;110;0;0;0;196;2936;2193;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0
168795;1355;753;0;0;48051;39187;6920;13775;5713;7131;17100;21719;74745;66349;3757;3814;1145;621;0;1124;0;297;2702;1575;0;0;0;47;0;0;2080;1235;0;0;249;45;0;210;0;41;0;0;0;0;0;7807;0;0;0;113;0;0;0;206;4978;2600;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0
154146;975;749;0;0;43571;36877;4650;10727;6027;7341;17407;21440;66513;58097;3950;4003;744;632;0;1092;0;283;2598;1418;0;0;0;46;0;0;0;1088;0;0;138;49;0;224;0;42;0;0;0;0;4661;7082;0;0;0;82;0;0;0;256;2912;2493;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0
174322;1303;789;0;0;49419;41108;6984;12850;7135;8312;22743;27068;73661;64221;4420;4313;996;643;0;1219;0;272;2796;1770;0;0;0;51;0;0;0;1002;0;0;185;60;0;249;0;125;0;0;0;0;0;7249;0;0;735;201;0;0;0;291;3713;2387;0;0;0;142;0;0;0;0;0;0;0;0;0;0;232;0
192033;1161;1173;0;0;38786;37497;7429;16300;3996;5380;21279;18960;100176;89504;3299;3546;0;626;0;1346;0;533;2211;1661;0;0;200;92;0;0;0;1325;0;0;0;27;0;189;0;32;0;0;0;0;7606;9303;0;0;0;112;0;0;0;237;5551;3986;0;0;339;204;0;0;0;0;0;0;0;0;0;0;0;0
162958;1336;1147;0;0;20229;23966;4272;8040;3932;4688;15125;13631;93964;87569;3651;2788;0;772;0;1111;2015;1368;3290;2419;0;0;0;36;0;0;3674;3088;0;0;189;96;0;241;0;24;0;0;0;0;6571;7792;0;0;0;93;0;0;0;269;4484;3653;0;0;0;167;0;0;0;0;0;0;0;0;0;0;226;0
182283;2179;1195;0;0;31678;27345;13381;13346;5041;4796;16031;16417;97383;93201;4011;2804;0;739;0;1322;0;415;3429;1985;0;0;0;49;0;0;0;2609;0;0;0;35;0;397;0;22;0;0;0;0;0;10160;0;0;0;123;0;0;0;235;9150;4887;0;0;0;201;0;0;0;0;0;0;0;0;0;0;0;0
141456;1544;1126;0;0;24570;20875;3313;6139;4117;4193;11973;12334;87598;80351;3034;2116;0;771;0;912;1917;813;3390;1843;0;0;0;43;0;0;0;1808;0;0;0;36;0;202;0;18;0;0;0;0;0;4597;0;0;0;85;0;0;0;187;0;2843;0;0;0;164;0;0;0;0;0;0;0;0;0;0;0;0
184167;1951;1397;0;0;30019;28342;5325;9461;5321;5629;15559;16017;104236;95885;3137;2907;1581;1062;0;1284;0;412;5010;3011;0;0;0;79;0;0;5599;3573;0;0;0;32;0;271;0;45;0;0;0;0;0;9665;0;0;0;137;0;0;0;321;6429;4441;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0
93941;843;739;0;0;14779;15438;1950;3557;2802;3107;4187;4065;57145;52481;1296;1280;1664;1440;0;661;0;435;0;935;0;0;0;36;0;0;1773;1559;0;0;0;13;0;87;0;11;0;0;0;0;3040;3787;0;0;0;66;0;0;0;171;4462;4007;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0
171644;1648;1206;0;0;27537;27160;5147;7989;4920;5161;14085;11427;98703;92069;3349;2642;2211;1378;0;1328;0;489;4002;2176;0;0;0;40;0;0;0;2464;0;0;0;27;0;274;0;22;0;0;0;0;0;6111;0;0;0;153;0;0;0;309;10042;9038;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;0
117391;1280;949;0;0;22845;21611;0;5198;3763;4399;5956;6895;69428;62765;2191;1811;1263;1104;0;864;0;349;3049;1892;0;0;0;23;0;0;0;1120;0;0;0;19;0;122;0;13;0;0;0;0;3616;4518;0;0;0;81;0;0;0;190;4000;3365;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0
103874;1233;902;0;0;16619;15626;2070;4195;2668;2753;4773;4996;62748;60501;0;1434;1627;1296;0;722;0;438;2857;1740;0;0;0;40;0;0;0;1346;0;0;0;32;0;113;0;17;0;0;0;0;3129;3723;0;0;0;82;0;0;0;185;5378;3602;0;0;0;131;772;0;0;0;0;0;0;0;0;0;0;0
111537;1167;988;0;0;19400;17790;2596;4653;2757;3297;3582;4324;67579;63887;1915;1627;1858;1513;0;688;0;377;3201;1939;0;0;0;19;0;0;0;1390;0;0;0;14;0;81;0;16;0;0;0;0;3662;4375;0;0;0;59;0;0;0;191;3820;4171;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0
